module,category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
3,Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,5/122,51/9446,0.09803921568627451,7.590806814529091,5.398275462895193,4.8362518648409266e-4,0.013886951783328947,0.012290625039971678,5360/335/4023/336/10577,5
3,Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,6/122,81/9446,0.07407407407407407,5.735276259866423,4.895687675011113,6.044369843247292e-4,0.015186479231158822,0.013440769783010426,1066/2990/51733/2938/2940/1854,6
3,Organismal Systems,Endocrine system,hsa04920,Adipocytokine signaling pathway,5/122,70/9446,0.07142857142857142,5.530444964871194,4.351718994910679,0.0020508395704570627,0.04580208374020773,0.04053706285464837,9370/3952/7132/3953/7133,5
3,Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,7/122,142/9446,0.04929577464788732,3.816785961671669,3.868502955577413,0.0023803968510233,0.04784597670556833,0.0423460071392566,7132/2938/5327/2940/4846/3685/3162,7
4,Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,48/445,298/9446,0.1610738255033557,3.419108664504939,9.434872526016754,3.2441789213058303e-14,1.0121838234474191e-11,7.137193626872826e-12,8740/959/5008/84957/3553/55504/7048/3569/94/5473/5196/8764/60401/6354/3588/8771/8795/4055/958/3459/6352/58191/3625/6362/3574/6361/10344/163702/3606/6359/6364/2660/1489/2921/284340/27242/3559/56477/6373/6348/8741/6374/10913/6357/6358/8742/6356/10673,48
4,Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,38/445,216/9446,0.17592592592592593,3.734373699542239,9.038981530336311,1.1003347972735662e-12,1.7165222837467633e-10,1.2103682770009229e-10,4973/4318/959/3553/637/3569/6403/8795/958/929/6352/4067/3383/834/3929/598/9138/208/840/51135/5534/3303/836/2081/10000/5608/3606/3708/4312/581/6714/5330/4790/2921/10451/6348/841/3654,38
4,Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,25/445,100/9446,0.25,5.306741573033708,9.626569043944558,3.1577276540719783e-12,3.2840367602348573e-10,2.3156669463194508e-10,8740/3569/5473/5196/8764/6354/3588/8795/4055/6352/6362/6361/10344/3606/6359/6364/2921/3559/56477/6373/6348/6374/6357/6358/6356,25
4,Cellular Processes,Cell growth and death,hsa04210,Apoptosis,25/445,137/9446,0.18248175182481752,3.8735339949151153,7.5328741797702605,4.1978327774806326e-9,3.2743095664348933e-7,2.3088080276143477e-7,637/3002/9131/1520/8795/1522/1676/8772/5604/598/208/840/56616/836/2081/84823/10000/27429/3708/581/835/4790/841/843/1514,25
4,Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,30/445,193/9446,0.15544041450777202,3.299528439191943,7.176484715485312,6.185957887055642e-9,3.860037721522721e-7,2.721821470304482e-7,5473/5196/6354/6352/4067/58191/6773/5604/208/6362/1399/6361/10000/6777/10344/6359/6364/5829/6714/5330/4790/2921/10451/56477/6373/6348/6374/6357/6358/6356,30
4,Environmental Information Processing,Signal transduction,hsa04064,NF-kappa B signaling pathway,20/445,105/9446,0.19047619047619047,4.043231674692349,6.972179904826798,7.271148571025218e-8,3.7809972569331136e-6,2.6660878093759127e-6,8740/959/3553/27040/60401/4055/958/929/4067/3383/3929/598/51135/4790/2921/10913/3654/6357/7706/10673,20
