protein_metabolite_from,protein_metabolite_to,r,q,abs_r,sign
NPY,fid_23410,0.4329495965620113,0,0.4329495965620113,+
ASGR1,fid_23454,0.43270780525456926,0,0.43270780525456926,+
LDLR,fid_23521,0.4326214953098353,0,0.4326214953098353,+
NPY,fid_23494,0.4325327201036675,0,0.4325327201036675,+
NPY,fid_23485,0.4324068399620285,0,0.4324068399620285,+
NPY,fid_23484,0.4323386894039147,0,0.4323386894039147,+
PON3,fid_23562,0.43221138970039824,0,0.43221138970039824,+
PON3,fid_23635,0.43208567360474825,0,0.43208567360474825,+
AGRP,fid_23495,0.4319693778108955,0,0.4319693778108955,+
FURIN,fid_23578,0.43170845521735496,0,0.43170845521735496,+
PLA2G7,fid_23491,0.4314221688118216,0,0.4314221688118216,+
MXRA8,fid_23639,-0.4310788660866402,0,0.4310788660866402,-
LDLR,fid_23552,-0.4310433401538613,0,0.4310433401538613,-
APOM,fid_23440,0.43102218102870427,0,0.43102218102870427,+
ADIPOQ,fid_23563,0.4309821665359444,0,0.4309821665359444,+
PLTP,fid_23565,0.430928327979535,0,0.430928327979535,+
AGRP,fid_23481,0.43087145790417486,0,0.43087145790417486,+
MXRA8,fid_23551,0.4305745510735835,0,0.4305745510735835,+
LDLR,fid_23613,0.43043802198267184,0,0.43043802198267184,+
NPY,fid_23490,0.43035626530562215,0,0.43035626530562215,+
ADIPOQ,fid_23433,0.4302192867147104,0,0.4302192867147104,+
MFGE8,fid_23442,0.43020666271530456,0,0.43020666271530456,+
PLTP,fid_23636,0.4299061611618829,0,0.4299061611618829,+
NPY,fid_23496,0.42984992383534326,0,0.42984992383534326,+
PRAP1,fid_23622,-0.4297504686483675,0,0.4297504686483675,-
IGSF9,fid_23407,0.4297373915031792,0,0.4297373915031792,+
MFGE8,fid_23493,0.4295740621360939,0,0.4295740621360939,+
NPY,fid_23500,0.429239649494097,0,0.429239649494097,+
CCN1,fid_23550,0.42872854593702014,0,0.42872854593702014,+
MFGE8,fid_23508,0.4285579809839936,0,0.4285579809839936,+
CCN1,fid_23485,0.42847059679356,0,0.42847059679356,+
IGSF9,fid_23482,0.42840444312428366,0,0.42840444312428366,+
FGFBP1,fid_23545,0.4281272676666984,0,0.4281272676666984,+
NPY,fid_23493,0.4279385659717937,0,0.4279385659717937,+
CCN1,fid_23571,0.427927514452986,0,0.427927514452986,+
LDLR,fid_23560,-0.42785443864372663,0,0.42785443864372663,-
FURIN,fid_23636,-0.42783536515223,0,0.42783536515223,-
AGRP,fid_23454,0.4273736724626211,0,0.4273736724626211,+
APOA1,fid_23562,0.42735008958387966,0,0.42735008958387966,+
APOM,fid_23423,0.4272860890693992,0,0.4272860890693992,+
AGRP,fid_23424,0.4272262785362629,0,0.4272262785362629,+
AGRP,fid_23641,-0.4272095042680976,0,0.4272095042680976,-
NPY,fid_23486,0.42685785710665713,0,0.42685785710665713,+
AGRP,fid_23494,0.4266325969319043,0,0.4266325969319043,+
CES1,fid_23635,-0.4266270128104463,0,0.4266270128104463,-
CES1,fid_23494,0.42641579595579543,0,0.42641579595579543,+
MFGE8,fid_23608,0.42637932581346705,0,0.42637932581346705,+
APOA1,fid_23561,0.4262992545149892,0,0.4262992545149892,+
APOM,fid_23577,0.4262636681682457,0,0.4262636681682457,+
AGRP,fid_23571,0.4262051316508144,0,0.4262051316508144,+
PRAP1,fid_23608,0.4261735113119516,0,0.4261735113119516,+
AGRP,fid_23622,-0.42594909965363786,0,0.42594909965363786,-
NPY,fid_23643,0.42591238837647577,0,0.42591238837647577,+
PRAP1,fid_23648,0.4258695820404512,0,0.4258695820404512,+
CCN1,fid_23407,0.4257798440742841,0,0.4257798440742841,+
APOM,fid_23422,0.42568140513278974,0,0.42568140513278974,+
PON3,fid_23561,0.42565294480923194,0,0.42565294480923194,+
AGRP,fid_23500,0.4255362167072894,0,0.4255362167072894,+
ST6GAL1,fid_23480,0.4253305348947511,0,0.4253305348947511,+
IGSF9,fid_23487,0.42530504406096264,0,0.42530504406096264,+
IGSF9,fid_23486,0.4251287069686992,0,0.4251287069686992,+
FGFBP1,fid_23597,0.42504934389349247,0,0.42504934389349247,+
APOC1,fid_23430,0.4249853263141317,0,0.4249853263141317,+
NPY,fid_23424,0.424891870855301,0,0.424891870855301,+
OSM,fid_23471,0.4248696357633442,0,0.4248696357633442,+
AGRP,fid_23522,0.4248238527557867,0,0.4248238527557867,+
MFGE8,fid_23496,0.4248227056422332,0,0.4248227056422332,+
CCN1,fid_23515,0.42480705029481713,0,0.42480705029481713,+
APOM,fid_23535,0.42476940002883984,0,0.42476940002883984,+
FGFBP1,fid_23544,0.4245408879277092,0,0.4245408879277092,+
NPY,fid_23435,0.4245247922711152,0,0.4245247922711152,+
NPY,fid_23622,-0.4244148786129303,0,0.4244148786129303,-
AGRP,fid_23508,0.424333026597796,0,0.424333026597796,+
AGRP,fid_23458,-0.4242769001323867,0,0.4242769001323867,-
CD40LG,fid_23471,0.42401390513323833,0,0.42401390513323833,+
LDLR,fid_23423,0.4239035929697806,0,0.4239035929697806,+
AGRP,fid_23435,0.4238859384278281,0,0.4238859384278281,+
FGFBP1,fid_23514,0.4238553609336601,0,0.4238553609336601,+
NPY,fid_23648,0.4236900653462058,0,0.4236900653462058,+
CCN1,fid_23484,0.4236180370203511,0,0.4236180370203511,+
MXRA8,fid_23422,0.4234206870404435,0,0.4234206870404435,+
PRAP1,fid_23605,-0.42340924042964734,0,0.42340924042964734,-
NPY,fid_23483,0.4234040530758789,0,0.4234040530758789,+
ADIPOQ,fid_23555,0.4233524109806119,0,0.4233524109806119,+
APOC1,fid_23415,0.42320445859819406,0,0.42320445859819406,+
PRAP1,fid_23606,-0.4230732953922426,0,0.4230732953922426,-
NPY,fid_23522,0.4229519133797496,0,0.4229519133797496,+
AGRP,fid_23496,0.422765136472597,0,0.422765136472597,+
GP5,fid_23471,0.4225192295403938,0,0.4225192295403938,+
APOC1,fid_23438,0.42249431494102063,0,0.42249431494102063,+
IGFBP4,fid_23478,0.4224697601185186,0,0.4224697601185186,+
NPY,fid_23501,0.4223233618892497,0,0.4223233618892497,+
LDLR,fid_23596,-0.4221379687671286,0,0.4221379687671286,-
IGSF9,fid_23488,0.4219702258791756,0,0.4219702258791756,+
LDLR,fid_23537,0.4219150225447425,0,0.4219150225447425,+
CES1,fid_23481,0.42158258729534,0,0.42158258729534,+
PRAP1,fid_23494,0.4213095109978534,0,0.4213095109978534,+
PLA2G7,fid_23449,0.42125279644140656,0,0.42125279644140656,+
IGSF9,fid_23550,0.42123408960802866,0,0.42123408960802866,+
AGRP,fid_23482,0.4211778981873821,0,0.4211778981873821,+
IGSF9,fid_23543,0.4211728055876895,0,0.4211728055876895,+
ADIPOQ,fid_23560,0.42116331581587607,0,0.42116331581587607,+
CPM,fid_23453,-0.42112868507642126,0,0.42112868507642126,-
APOA1,fid_23436,0.4210705097390291,0,0.4210705097390291,+
NPY,fid_23454,0.4209652192551633,0,0.4209652192551633,+
IGSF9,fid_23408,0.4205285355972549,0,0.4205285355972549,+
FGFBP1,fid_23540,0.42049056809864704,0,0.42049056809864704,+
NPY,fid_23481,0.420398515101775,0,0.420398515101775,+
MFGE8,fid_23596,-0.4202639805867277,0,0.4202639805867277,-
NPY,fid_23571,0.4202156750270915,0,0.4202156750270915,+
MFGE8,fid_23424,0.4201548254356988,0,0.4201548254356988,+
IGSF9,fid_23489,0.4200156029645328,0,0.4200156029645328,+
GHR,fid_23578,0.4199623103378005,0,0.4199623103378005,+
AGRP,fid_23627,-0.41991462214197073,0,0.41991462214197073,-
SSC4D,fid_23433,-0.4198634420591935,0,0.4198634420591935,-
APOM,fid_23406,0.41973026750200015,0,0.41973026750200015,+
IGSF9,fid_23456,-0.4197130998549451,0,0.4197130998549451,-
PLTP,fid_23435,-0.419669082808702,0,0.419669082808702,-
HSPG2,fid_23478,0.4196440466064461,0,0.4196440466064461,+
FGFBP1,fid_23537,0.4195360907158697,0,0.4195360907158697,+
IGSF9,fid_23596,-0.4194837848935805,0,0.4194837848935805,-
LDLR,fid_23605,-0.41920786157160334,0,0.41920786157160334,-
PLTP,fid_23640,0.4190148430530233,0,0.4190148430530233,+
LCAT,fid_23480,0.4189851858378345,0,0.4189851858378345,+
CD38,fid_23478,0.41898246605298456,0,0.41898246605298456,+
PON3,fid_23640,0.4186125439222428,0,0.4186125439222428,+
APOM,fid_23527,0.4184606609134423,0,0.4184606609134423,+
ADIPOQ,fid_23418,0.41837586328070464,0,0.41837586328070464,+
AGRP,fid_23491,0.4183705870194602,0,0.4183705870194602,+
APOC1,fid_23400,0.41825427745666055,0,0.41825427745666055,+
APOM,fid_23526,0.4182483627808319,0,0.4182483627808319,+
CES1,fid_23407,0.41819272070245767,0,0.41819272070245767,+
NPY,fid_23543,0.4181530726105083,0,0.4181530726105083,+
CES1,fid_23482,0.4181513531699251,0,0.4181513531699251,+
APOM,fid_23533,0.4181403848147755,0,0.4181403848147755,+
APOA1,fid_23563,0.41811629685569296,0,0.41811629685569296,+
CES1,fid_23483,0.4177701302529065,0,0.4177701302529065,+
IGSF9,fid_23633,0.41774994041032726,0,0.41774994041032726,+
ADIPOQ,fid_23435,-0.4176797867891998,0,0.4176797867891998,-
FURIN,fid_23453,-0.4175906056859562,0,0.4175906056859562,-
MFGE8,fid_23618,0.4174352257402135,0,0.4174352257402135,+
PRAP1,fid_23641,-0.4173184085501441,0,0.4173184085501441,-
CCN1,fid_23522,0.4170534718879721,0,0.4170534718879721,+
CES1,fid_23487,0.4169580209471456,0,0.4169580209471456,+
LDLR,fid_23538,0.4166863080296024,0,0.4166863080296024,+
PRAP1,fid_23452,-0.4166843536762975,0,0.4166843536762975,-
MFGE8,fid_23605,-0.4163132755280269,0,0.4163132755280269,-
LDLR,fid_23645,-0.4160548192602841,0,0.4160548192602841,-
IGSF9,fid_23484,0.4159903530510017,0,0.4159903530510017,+
FGFBP1,fid_23507,0.41577286186434814,0,0.41577286186434814,+
PRAP1,fid_23585,-0.41544231836725026,0,0.41544231836725026,-
RARRES2,fid_23578,0.41537621678966646,0,0.41537621678966646,+
FGFBP1,fid_23539,0.41513196472391417,0,0.41513196472391417,+
PRAP1,fid_23480,0.4146242941702245,0,0.4146242941702245,+
PON3,fid_23558,0.4142902882186604,0,0.4142902882186604,+
SIT1,fid_23418,-0.4142451976465471,0,0.4142451976465471,-
FGFBP1,fid_23548,0.41368620764945296,0,0.41368620764945296,+
APOM,fid_23418,0.4135204085678583,0,0.4135204085678583,+
MAMDC4,fid_23577,0.41322214779905386,0,0.41322214779905386,+
COL6A3,fid_23478,0.4130996860514003,0,0.4130996860514003,+
PRAP1,fid_23598,0.4130697204382184,0,0.4130697204382184,+
MFGE8,fid_23612,-0.4130484874491406,0,0.4130484874491406,-
APOC1,fid_23440,0.4129976037996004,0,0.4129976037996004,+
APOM,fid_23570,0.4127562605359451,0,0.4127562605359451,+
MFGE8,fid_23500,0.4124959261072435,0,0.4124959261072435,+
CCN1,fid_23486,0.4124473484860902,0,0.4124473484860902,+
AGRP,fid_23498,0.4123119803159936,0,0.4123119803159936,+
PON3,fid_23418,0.4123071921192473,0,0.4123071921192473,+
PON3,fid_23642,0.41211497274182624,0,0.41211497274182624,+
PLA2G7,fid_23424,0.4120776207735968,0,0.4120776207735968,+
CES1,fid_23447,0.4120675965304029,0,0.4120675965304029,+
APOM,fid_23426,0.41206691407046186,0,0.41206691407046186,+
ADIPOQ,fid_23406,0.4120494957856307,0,0.4120494957856307,+
AGRP,fid_23431,0.4118695067055288,0,0.4118695067055288,+
ACY1,fid_23452,-0.4118333919680025,0,0.4118333919680025,-
APOM,fid_23534,0.4118002114615481,0,0.4118002114615481,+
ADIPOQ,fid_23554,0.4116240001804699,0,0.4116240001804699,+
CES1,fid_23488,0.41160045906610826,0,0.41160045906610826,+
LDLR,fid_23556,-0.4115825684944231,0,0.4115825684944231,-
CCN1,fid_23424,0.4113584993859912,0,0.4113584993859912,+
NPY,fid_23491,0.4113583275749913,0,0.4113583275749913,+
MFGE8,fid_23623,0.4113582852117572,0,0.4113582852117572,+
LDLR,fid_23441,0.4113409807888515,0,0.4113409807888515,+
NPY,fid_23498,0.4112794540637587,0,0.4112794540637587,+
CES1,fid_23550,0.4112585930792567,0,0.4112585930792567,+
FURIN,fid_23458,-0.4112176797016765,0,0.4112176797016765,-
APOM,fid_23531,0.4111387603607689,0,0.4111387603607689,+
CES1,fid_23489,0.4111239929517545,0,0.4111239929517545,+
SCARB2,fid_23478,0.4110960198343034,0,0.4110960198343034,+
FURIN,fid_23452,-0.4110587689037663,0,0.4110587689037663,-
CES1,fid_23486,0.4110365864070849,0,0.4110365864070849,+
PRAP1,fid_23602,-0.4109785822070293,0,0.4109785822070293,-
PRAP1,fid_23431,0.41096274669030897,0,0.41096274669030897,+
IGSF9,fid_23608,0.4109059951265493,0,0.4109059951265493,+
APOM,fid_23524,0.4108564133713832,0,0.4108564133713832,+
TNFRSF19,fid_23478,0.4108243516457072,0,0.4108243516457072,+
CPM,fid_23458,-0.4107941725704974,0,0.4107941725704974,-
FURIN,fid_23635,-0.4106314005492406,0,0.4106314005492406,-
CCN1,fid_23408,0.4106162119040986,0,0.4106162119040986,+
FGFBP1,fid_23538,0.410590597010773,0,0.410590597010773,+
PLTP,fid_23556,0.41050585476376894,0,0.41050585476376894,+
SIT1,fid_23406,-0.41048648863622866,0,0.41048648863622866,-
SSC4D,fid_23562,-0.40996474217533446,0,0.40996474217533446,-
CCN1,fid_23442,0.40978277712074185,0,0.40978277712074185,+
ASGR1,fid_23635,-0.409742484019534,0,0.409742484019534,-
CCN1,fid_23488,0.4096361315300634,0,0.4096361315300634,+
APOC1,fid_23423,0.4096336483157902,0,0.4096336483157902,+
LDLR,fid_23586,-0.40943042556378606,0,0.40943042556378606,-
FURIN,fid_23494,0.4093881480986623,0,0.4093881480986623,+
FGFBP1,fid_23603,-0.40933246044910554,0,0.40933246044910554,-
AGRP,fid_23501,0.40924802893398105,0,0.40924802893398105,+
PON3,fid_23634,-0.40911411330223424,0,0.40911411330223424,-
HBEGF,fid_23471,0.4090813285488266,0,0.4090813285488266,+
FGFBP1,fid_23600,0.4090378133968745,0,0.4090378133968745,+
CCN1,fid_23493,0.4090168325586509,0,0.4090168325586509,+
CES1,fid_23454,0.4089938642654427,0,0.4089938642654427,+
COLEC12,fid_23478,0.408967901968536,0,0.408967901968536,+
SSC4D,fid_23559,-0.4087895811717882,0,0.4087895811717882,-
NPY,fid_23482,0.4087693094757408,0,0.4087693094757408,+
CES1,fid_23408,0.4086745504284569,0,0.4086745504284569,+
APOM,fid_23528,0.408642325583514,0,0.408642325583514,+
NPY,fid_23458,-0.4085924464524298,0,0.4085924464524298,-
PON3,fid_23606,0.40849849961697854,0,0.40849849961697854,+
SSC4D,fid_23560,-0.4084837715686667,0,0.4084837715686667,-
CCN1,fid_23490,0.4082186913504488,0,0.4082186913504488,+
CCN1,fid_23643,0.40820164095239825,0,0.40820164095239825,+
GHR,fid_23488,0.40816557135219134,0,0.40816557135219134,+
IGSF9,fid_23409,0.4081595102469168,0,0.4081595102469168,+
AGRP,fid_23412,0.4081574527332922,0,0.4081574527332922,+
FGFBP1,fid_23521,0.4081535493376501,0,0.4081535493376501,+
SSC4D,fid_23561,-0.40814585175156987,0,0.40814585175156987,-
ASGR1,fid_23636,-0.40789588004512906,0,0.40789588004512906,-
CCN1,fid_23497,0.40789019709229296,0,0.40789019709229296,+
IGSF9,fid_23435,0.40788871683120065,0,0.40788871683120065,+
AGRP,fid_23543,0.4078512303523852,0,0.4078512303523852,+
APOA1,fid_23434,0.40747899485128025,0,0.40747899485128025,+
ASGR1,fid_23480,0.4074666301673908,0,0.4074666301673908,+
CCN1,fid_23489,0.4071798309932983,0,0.4071798309932983,+
NPY,fid_23442,0.4071156688545539,0,0.4071156688545539,+
PLA2G7,fid_23601,0.4068722620098117,0,0.4068722620098117,+
FGA,fid_23480,0.4067695668927817,0,0.4067695668927817,+
AGRP,fid_23640,-0.4064791753823913,0,0.4064791753823913,-
GHR,fid_23494,0.40637790345947783,0,0.40637790345947783,+
FURIN,fid_23435,0.4063192498311915,0,0.4063192498311915,+
PLTP,fid_23638,-0.4062944830056805,0,0.4062944830056805,-
CCN1,fid_23483,0.4062845545025585,0,0.4062845545025585,+
PON3,fid_23555,0.40618250654530136,0,0.40618250654530136,+
APOC1,fid_23422,0.40606637820959063,0,0.40606637820959063,+
APOM,fid_23421,0.4059413245838219,0,0.4059413245838219,+
GHR,fid_23489,0.4057493180802414,0,0.4057493180802414,+
NPY,fid_23627,-0.4056136515540212,0,0.4056136515540212,-
SSC4D,fid_23558,-0.40552423361562234,0,0.40552423361562234,-
GHR,fid_23431,0.40544345807351906,0,0.40544345807351906,+
TAFA5,fid_23478,0.40542097417713424,0,0.40542097417713424,+
PON3,fid_23406,0.40532996771685104,0,0.40532996771685104,+
IGSF9,fid_23571,0.4052519951237592,0,0.4052519951237592,+
PRAP1,fid_23407,0.40509442505799986,0,0.40509442505799986,+
IL1RN,fid_23454,0.4049883834346779,0,0.4049883834346779,+
FGFBP1,fid_23416,0.40490800334969473,0,0.40490800334969473,+
PRAP1,fid_23481,0.404825540831588,0,0.404825540831588,+
CCN1,fid_23495,0.40481927611219143,0,0.40481927611219143,+
CES1,fid_23543,0.40465800957619374,0,0.40465800957619374,+
RARRES2,fid_23453,-0.4046405971283364,0,0.4046405971283364,-
PRAP1,fid_23628,0.4045556653512061,0,0.4045556653512061,+
NPY,fid_23641,-0.4044388497260142,0,0.4044388497260142,-
CES1,fid_23484,0.40436935434984395,0,0.40436935434984395,+
IGSF9,fid_23595,-0.4043608789369721,0,0.4043608789369721,-
ASGR1,fid_23578,0.4042834698700611,0,0.4042834698700611,+
IGSF9,fid_23431,0.4042413848631569,0,0.4042413848631569,+
IGSF9,fid_23485,0.4041647387601225,0,0.4041647387601225,+
MFGE8,fid_23595,-0.4041145256434163,0,0.4041145256434163,-
LDLR,fid_23439,0.40401906506484125,0,0.40401906506484125,+
PRAP1,fid_23586,-0.4038368992663342,0,0.4038368992663342,-
PRAP1,fid_23408,0.40328524520524944,0,0.40328524520524944,+
PRAP1,fid_23483,0.4030688874192467,0,0.4030688874192467,+
IL1RN,fid_23458,-0.40301255915150863,0,0.40301255915150863,-
MFGE8,fid_23606,-0.4029077406669294,0,0.4029077406669294,-
APOC1,fid_23426,0.4029055642087528,0,0.4029055642087528,+
LDLR,fid_23585,-0.4028099182477903,0,0.4028099182477903,-
LDLR,fid_23608,0.40273483030292984,0,0.40273483030292984,+
LDLR,fid_23446,0.4027057547913877,0,0.4027057547913877,+
AGRP,fid_23487,0.4025277255574163,0,0.4025277255574163,+
CCN1,fid_23543,0.4025156480509506,0,0.4025156480509506,+
NPY,fid_23509,0.4024257705041945,0,0.4024257705041945,+
CCN1,fid_23481,0.4023483118681373,0,0.4023483118681373,+
PRAP1,fid_23488,0.4018781410751041,0,0.4018781410751041,+
NPY,fid_23409,0.40169065581802427,0,0.40169065581802427,+
CES1,fid_23622,-0.4016468810064156,0,0.4016468810064156,-
IGSF9,fid_23490,0.4016074555746499,0,0.4016074555746499,+
PRAP1,fid_23643,0.4015471894387807,0,0.4015471894387807,+
PON3,fid_23617,0.4015421036201521,0,0.4015421036201521,+
NPY,fid_23412,0.40148533218695537,0,0.40148533218695537,+
CCN1,fid_23500,0.4014659891876902,0,0.4014659891876902,+
PRSS8,fid_23453,-0.4013239582138112,0,0.4013239582138112,-
MFGE8,fid_23607,-0.40119758555208906,0,0.40119758555208906,-
FURIN,fid_23488,0.4011694090212709,0,0.4011694090212709,+
ADIPOQ,fid_23552,0.4010602853554801,0,0.4010602853554801,+
SMOC1,fid_23454,0.40094550082028746,0,0.40094550082028746,+
IL1B,fid_23471,0.400920556375068,0,0.400920556375068,+
CCN1,fid_23458,-0.4008518935561129,0,0.4008518935561129,-
FGFBP1,fid_23598,-0.4008298619468691,0,0.4008298619468691,-
GHR,fid_23497,0.4007856396267718,0,0.4007856396267718,+
ADIPOQ,fid_23553,0.40075434134822085,0,0.40075434134822085,+
MFGE8,fid_23431,0.4007288844113301,0,0.4007288844113301,+
PLA2G7,fid_23445,0.4006722900794876,0,0.4006722900794876,+
MFGE8,fid_23635,-0.4005272457426174,0,0.4005272457426174,-
GCG,fid_23465,0.4004911875558407,0,0.4004911875558407,+
IGSF9,fid_23628,0.4003135183693543,0,0.4003135183693543,+
PON3,fid_23559,0.40024407157964725,0,0.40024407157964725,+
APOM,fid_23445,0.4001277815781693,0,0.4001277815781693,+
IGSF9,fid_23606,-0.40011338651724343,0,0.40011338651724343,-
FURIN,fid_23407,0.40007094696000206,0,0.40007094696000206,+
MFGE8,fid_23602,-0.3998691768593656,0,0.3998691768593656,-
CCN1,fid_23641,-0.3996542376863362,0,0.3996542376863362,-
FURIN,fid_23489,0.3996321283666809,0,0.3996321283666809,+
APOM,fid_23532,0.3995764112229897,0,0.3995764112229897,+
MXRA8,fid_23426,0.39937270465710417,0,0.39937270465710417,+
CCN1,fid_23491,0.3993370078592387,0,0.3993370078592387,+
PRAP1,fid_23489,0.39927959399917184,0,0.39927959399917184,+
CCN1,fid_23508,0.3991561638894299,0,0.3991561638894299,+
CCN1,fid_23409,0.3991481471477248,0,0.3991481471477248,+
CCN1,fid_23412,0.39880640778436927,0,0.39880640778436927,+
AGRP,fid_23509,0.3987631549341062,0,0.3987631549341062,+
APOC1,fid_23642,0.3987365442399556,0,0.3987365442399556,+
APOC1,fid_23570,0.3987270789788163,0,0.3987270789788163,+
AGRP,fid_23442,0.39867281052190295,0,0.39867281052190295,+
GHR,fid_23500,0.3985683176260697,0,0.3985683176260697,+
GHR,fid_23490,0.39853851842550575,0,0.39853851842550575,+
PON3,fid_23563,0.3982718332198246,0,0.3982718332198246,+
APOC1,fid_23419,0.39825169089669,0,0.39825169089669,+
CCN1,fid_23494,0.39820782168863766,0,0.39820782168863766,+
APOM,fid_23405,0.3981235376500074,0,0.3981235376500074,+
PRAP1,fid_23599,-0.3981075477387151,0,0.3981075477387151,-
CES1,fid_23448,0.397983396418256,0,0.397983396418256,+
IGSF9,fid_23605,-0.3979330874256228,0,0.3979330874256228,-
GHR,fid_23408,0.3978429380994476,0,0.3978429380994476,+
APOC1,fid_23445,0.397820599187042,0,0.397820599187042,+
APOC1,fid_23446,0.39777311604273674,0,0.39777311604273674,+
CES1,fid_23633,0.3977095575417225,0,0.3977095575417225,+
CES1,fid_23490,0.39770569783020554,0,0.39770569783020554,+
APOA1,fid_23639,-0.3975382799988348,0,0.3975382799988348,-
MFGE8,fid_23633,0.3975352313623052,0,0.3975352313623052,+
CCN1,fid_23454,0.3974807247906818,0,0.3974807247906818,+
SSC4D,fid_23563,-0.39747670656478806,0,0.39747670656478806,-
FGFBP1,fid_23438,0.3973580825819479,0,0.3973580825819479,+
PON3,fid_23605,0.3973566144534658,0,0.3973566144534658,+
GHR,fid_23495,0.3971607422115936,0,0.3971607422115936,+
MXRA8,fid_23435,-0.3970618223182294,0,0.3970618223182294,-
PON3,fid_23435,-0.39688091787788304,0,0.39688091787788304,-
APOM,fid_23446,0.3967389174391664,0,0.3967389174391664,+
CES1,fid_23634,0.3966540418669397,0,0.3966540418669397,+
FURIN,fid_23640,-0.3966125645418909,0,0.3966125645418909,-
GHR,fid_23407,0.3965859860491839,0,0.3965859860491839,+
PRAP1,fid_23482,0.39655880458871934,0,0.39655880458871934,+
IGSF9,fid_23448,0.3965437042572475,0,0.3965437042572475,+
CCN1,fid_23448,0.39623439351770473,0,0.39623439351770473,+
CCN1,fid_23496,0.3962199888158749,0,0.3962199888158749,+
FGFBP1,fid_23541,0.39621891477091786,0,0.39621891477091786,+
AGRP,fid_23409,0.3961576171436181,0,0.3961576171436181,+
NPY,fid_23510,0.3961550333728767,0,0.3961550333728767,+
HHEX,fid_23578,0.3961118117715556,0,0.3961118117715556,+
LCAT,fid_23508,0.3960633580372816,0,0.3960633580372816,+
ASGR1,fid_23452,-0.39601237719323745,0,0.39601237719323745,-
LDLR,fid_23402,0.3959347063599139,0,0.3959347063599139,+
LCAT,fid_23500,0.39585801728261943,0,0.39585801728261943,+
