name,wX_01,wX_02,wX_03,wX_04,wX_05,wX_06,wX_07,wX_08,wX_09,wX_10
SIGLEC6,-0.014846710461516132,-0.004828327271978759,-2.6093491800530507e-4,0.016047908091623295,-0.018148473438851346,0.0129251161197401,0.09455083941572101,8.246999520062966e-4,0.01283993419320659,0.047389755377044325
SLITRK2,0.0371017446330187,0.06162596172998946,-0.03707439853086125,0.0036137072948321247,-0.00643392750405572,-0.061604752188623095,0.132386810954062,-0.007111973311796692,-0.036589462174269,0.006928930674597966
SMOC1,0.06339134916178618,0.030075785935482144,-0.12426522352711235,-0.20966980362448748,-0.16304836502108327,0.16745777163584763,0.04309593119341683,-0.0069579796823210065,0.035677544678208196,-0.06222711448246325
SPINK6,0.016469517927940512,-0.012941558351411536,-0.049664696355106876,0.02909105756625144,-0.019486509231097873,0.034798185596478556,0.014088725668049532,0.07164940613706286,-0.10212765025994588,-0.10208666150138677
ST6GAL1,0.1159831009293293,0.11853614822894991,0.11346275901615294,-0.15707609244970522,-0.23619332872551252,-0.24898382543360562,-0.06573310011794802,-0.2623308895974671,0.10919977667802722,0.1520149213609509
TGFBR3,-0.04888812391831875,0.030673623625211584,0.035885145533090704,0.011010521617158741,0.0018010877954965684,0.04997439527724895,0.010855686735421992,-0.04045238465654211,-0.007987061027402157,0.15827106573098612
TIE1,0.009037016189633318,0.031563412839161725,-0.02702531733036049,0.02809263288964283,-0.00823426111489085,0.012622552072060417,-0.007266241684577754,-0.04749072981279136,0.014200555949434262,-0.005225953259211027
TLR3,-0.0137831444219384,-0.009503144250548547,0.00137056401949738,-0.006295903244437734,-0.02009031455929572,-0.00931776091926089,0.019202188251708757,-0.018930858522742785,0.016472989924815537,-0.010888624120582675
TNFRSF11A,0.061152840627181966,0.060328357988064164,-0.016498199437800766,0.04211157328723565,0.05347526038541503,-0.09620598354397167,0.04790525790250576,-0.02581202029606189,0.05416778933113317,-0.18490293725633153
TNFRSF19,0.013788106240769262,0.015840369013937573,-0.02532822106456153,-0.020404998733429068,0.05289700984649842,0.03863111020650263,0.049078110390949024,-0.04663884454616343,0.12312582341875201,-0.0704253175397209
TNFSF10,-0.10882127833769237,0.028986949874915752,-0.09192266942594748,-0.22040126277455646,-0.03470408407705275,0.03074209215272435,-0.1410417694143886,0.29454200077163556,0.029916458257032354,0.190299822254176
