ontology,pathway_id,pathway_description,module_protein,protein,metabolite_label
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Average Diameter for HDL Particles
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Concentration of Large HDL Particles
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Cholesterol in Very Large HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Free Cholesterol in Large HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Total Lipids in Large HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Total Lipids in Very Large HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Cholesterol to Total Lipids in Large HDL percentage
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Phospholipids in Very Large HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Phospholipids in Large HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Concentration of Very Large HDL Particles
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Cholesteryl Esters in HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Free Cholesterol to Total Lipids in Very Large HDL percentage
GO,GO:0010721,negative regulation of cell development,3,RTN4R,HDL Cholesterol
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Free Cholesterol to Total Lipids in Medium HDL percentage
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Free Cholesterol in Very Large HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Free Cholesterol in HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Cholesterol to Total Lipids in Very Small VLDL percentage
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Total Lipids in HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Triglycerides to Total Lipids in Medium VLDL percentage
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Phospholipids to Total Lipids in Very Large HDL percentage
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Free Cholesterol to Total Lipids in Large HDL percentage
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Phospholipids in HDL
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Phospholipids to Total Lipids in Medium VLDL percentage
GO,GO:0010721,negative regulation of cell development,3,RTN4R,Average Diameter for LDL Particles
GO,GO:0010721,negative regulation of cell development,3,SEMA3F,Docosahexaenoic Acid to Total Fatty Acids percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA4,Total Lipids in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA4,Concentration of Small HDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA4,Free Cholesterol in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA4,Cholesterol in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA4,Cholesteryl Esters in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Total Fatty Acids
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Total Lipids in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Phospholipids in VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Total Lipids in Small VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Phospholipids in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Concentration of Small VLDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Free Cholesterol in VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Phospholipids to Total Lipids in Small LDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Total Lipids in Medium VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesteryl Esters in Large VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesteryl Esters to Total Lipids in Small LDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Concentration of Small HDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Concentration of VLDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Free Cholesterol in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Concentration of Medium VLDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesteryl Esters in Medium LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Phospholipids in Small VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,VLDL Cholesterol
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesteryl Esters to Total Lipids in Medium LDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Phospholipids in Medium VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Total Lipids in Lipoprotein Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesterol in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Total Lipids in Medium LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesteryl Esters in Small VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesteryl Esters in Small LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Polyunsaturated Fatty Acids
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesterol in Small VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesterol in Medium LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Phospholipids in Medium LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesteryl Esters in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesteryl Esters in VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Free Cholesterol in Medium VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Concentration of Medium LDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Omega-6 Fatty Acids
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Free Cholesterol in Small VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Total Lipids in Small LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesteryl Esters in LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Cholesterol in Small LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,Total Lipids in LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA5,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Total Concentration of Lipoprotein Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Concentration of HDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Total Lipids in Medium HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Phospholipids in Medium HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Apolipoprotein A1
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Free Cholesterol in Medium HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Concentration of Medium HDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Phosphatidylcholines
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Phosphoglycerides
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Phospholipids in HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Total Cholines
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Cholesterol in Medium HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Total Lipids in HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Free Cholesterol in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Cholesteryl Esters in Medium HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Total Phospholipids in Lipoprotein Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINA6,Sphingomyelins
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPIND1,Glycoprotein Acetyls
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Glycoprotein Acetyls
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Triglycerides in Small HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Cholesterol to Total Lipids in Large HDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Cholesteryl Esters in Very Large HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Cholesteryl Esters to Total Lipids in Large HDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Cholesterol in Very Large HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Phospholipids in Very Large HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Average Diameter for VLDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Average Diameter for HDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Total Lipids in Very Large HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Triglycerides in Very Large VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Cholesteryl Esters in Large HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Concentration of Very Large VLDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Cholesterol in Large HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Total Lipids in Very Large VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Phospholipids to Total Lipids in Large HDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Free Cholesterol in Very Large HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Triglycerides to Total Lipids in Very Large HDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Triglycerides in Large VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Concentration of Very Large HDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Free Cholesterol in Large HDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Phospholipids to Total Lipids in Very Large HDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Free Cholesterol to Total Lipids in Very Large HDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Free Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Cholesteryl Esters to Total Lipids in Large VLDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Triglycerides to Total Lipids in Very Large VLDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF1,Free Cholesterol to Total Lipids in Large HDL percentage
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Cholesteryl Esters in Medium LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Total Lipids in Medium LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Concentration of Medium VLDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Phospholipids in Small VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Cholesterol in Medium LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Cholesteryl Esters in Small LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Phospholipids in Medium LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Phospholipids in Medium VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Concentration of Medium LDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Cholesteryl Esters in Small VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Cholesterol in Small VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Total Lipids in Small LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Cholesterol in Small LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Free Cholesterol in Small VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Free Cholesterol in Medium VLDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Cholesteryl Esters in LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Concentration of Small LDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Concentration of LDL Particles
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Total Lipids in LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Apolipoprotein B
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,Phospholipids in LDL
GO,GO:0010951,negative regulation of endopeptidase activity,3,SERPINF2,LDL Cholesterol
